PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,CabinOnDeck,Embarked
572,1,1,1,53.0,2,0,51.4792,1,2
573,1,1,0,36.0,0,0,26.3875,2,2
574,1,3,1,28.0,0,0,7.75,0,1
575,0,3,0,16.0,0,0,8.05,0,2
576,0,3,0,19.0,0,0,14.5,0,2
577,1,2,1,34.0,0,0,13.0,0,2
578,1,1,1,39.0,1,0,55.9,2,2
579,0,3,1,28.0,1,0,14.4583,0,0
580,1,3,0,32.0,0,0,7.925,0,2
581,1,2,1,25.0,1,1,30.0,0,2
582,1,1,1,39.0,1,1,110.8833,1,0
583,0,2,0,54.0,0,0,26.0,0,2
584,0,1,0,36.0,0,0,40.125,5,0
585,0,3,0,28.0,0,0,8.7125,0,0
586,1,1,1,18.0,0,2,79.65,2,2
587,0,2,0,47.0,0,0,15.0,0,2
588,1,1,0,60.0,1,1,79.2,6,0
589,0,3,0,22.0,0,0,8.05,0,2
590,0,3,0,28.0,0,0,8.05,0,2
591,0,3,0,35.0,0,0,7.125,0,2
592,1,1,1,52.0,1,0,78.2667,4,0
593,0,3,0,47.0,0,0,7.25,0,2
594,0,3,1,28.0,0,2,7.75,0,1
595,0,2,0,37.0,1,0,26.0,0,2
596,0,3,0,36.0,1,1,24.15,0,2
597,1,2,1,28.0,0,0,33.0,0,2
598,0,3,0,49.0,0,0,0.0,0,2
599,0,3,0,28.0,0,0,7.225,0,0
600,1,1,0,49.0,1,0,56.9292,5,0
601,1,2,1,24.0,2,1,27.0,0,2
602,0,3,0,28.0,0,0,7.8958,0,2
603,0,1,0,28.0,0,0,42.4,0,2
604,0,3,0,44.0,0,0,8.05,0,2
605,1,1,0,35.0,0,0,26.55,0,0
606,0,3,0,36.0,1,0,15.55,0,2
607,0,3,0,30.0,0,0,7.8958,0,2
608,1,1,0,27.0,0,0,30.5,0,2
609,1,2,1,22.0,1,2,41.5792,0,0
610,1,1,1,40.0,0,0,153.4625,1,2
611,0,3,1,39.0,1,5,31.275,0,2
612,0,3,0,28.0,0,0,7.05,0,2
613,1,3,1,28.0,1,0,15.5,0,1
614,0,3,0,28.0,0,0,7.75,0,1
615,0,3,0,35.0,0,0,8.05,0,2
616,1,2,1,24.0,1,2,65.0,0,2
617,0,3,0,34.0,1,1,14.4,0,2
618,0,3,1,26.0,1,0,16.1,0,2
619,1,2,1,4.0,2,1,39.0,7,2
620,0,2,0,26.0,0,0,10.5,0,2
621,0,3,0,27.0,1,0,14.4542,0,0
622,1,1,0,42.0,1,0,52.5542,4,2
623,1,3,0,20.0,1,1,15.7417,0,0
624,0,3,0,21.0,0,0,7.8542,0,2
625,0,3,0,21.0,0,0,16.1,0,2
626,0,1,0,61.0,0,0,32.3208,4,2
627,0,2,0,57.0,0,0,12.35,0,1
628,1,1,1,21.0,0,0,77.9583,4,2
629,0,3,0,26.0,0,0,7.8958,0,2
630,0,3,0,28.0,0,0,7.7333,0,1
631,1,1,0,80.0,0,0,30.0,5,2
632,0,3,0,51.0,0,0,7.0542,0,2
633,1,1,0,32.0,0,0,30.5,6,0
634,0,1,0,28.0,0,0,0.0,0,2
635,0,3,1,9.0,3,2,27.9,0,2
636,1,2,1,28.0,0,0,13.0,0,2
637,0,3,0,32.0,0,0,7.925,0,2
638,0,2,0,31.0,1,1,26.25,0,2
639,0,3,1,41.0,0,5,39.6875,0,2
640,0,3,0,28.0,1,0,16.1,0,2
641,0,3,0,20.0,0,0,7.8542,0,2
642,1,1,1,24.0,0,0,69.3,6,0
643,0,3,1,2.0,3,2,27.9,0,2
644,1,3,0,28.0,0,0,56.4958,0,2
645,1,3,1,0.75,2,1,19.2583,0,0
646,1,1,0,48.0,1,0,76.7292,4,0
647,0,3,0,19.0,0,0,7.8958,0,2
648,1,1,0,56.0,0,0,35.5,5,0
649,0,3,0,28.0,0,0,7.55,0,2
650,1,3,1,23.0,0,0,7.55,0,2
651,0,3,0,28.0,0,0,7.8958,0,2
652,1,2,1,18.0,0,1,23.0,0,2
653,0,3,0,21.0,0,0,8.4333,0,2
654,1,3,1,28.0,0,0,7.8292,0,1
655,0,3,1,18.0,0,0,6.75,0,1
656,0,2,0,24.0,2,0,73.5,0,2
657,0,3,0,28.0,0,0,7.8958,0,2
658,0,3,1,32.0,1,1,15.5,0,1
659,0,2,0,23.0,0,0,13.0,0,2
660,0,1,0,58.0,0,2,113.275,4,0
661,1,1,0,50.0,2,0,133.65,0,2
662,0,3,0,40.0,0,0,7.225,0,0
663,0,1,0,47.0,0,0,25.5875,2,2
664,0,3,0,36.0,0,0,7.4958,0,2
665,1,3,0,20.0,1,0,7.925,0,2
666,0,2,0,32.0,2,0,73.5,0,2
667,0,2,0,25.0,0,0,13.0,0,2
668,0,3,0,28.0,0,0,7.775,0,2
669,0,3,0,43.0,0,0,8.05,0,2
670,1,1,1,28.0,1,0,52.0,1,2
671,1,2,1,40.0,1,1,39.0,0,2
672,0,1,0,31.0,1,0,52.0,6,2
673,0,2,0,70.0,0,0,10.5,0,2
674,1,2,0,31.0,0,0,13.0,0,2
675,0,2,0,28.0,0,0,0.0,0,2
676,0,3,0,18.0,0,0,7.775,0,2
677,0,3,0,24.5,0,0,8.05,0,2
678,1,3,1,18.0,0,0,9.8417,0,2
679,0,3,1,43.0,1,6,46.9,0,2
680,1,1,0,36.0,0,1,512.3292,6,0
681,0,3,1,28.0,0,0,8.1375,0,1
682,1,1,0,27.0,0,0,76.7292,4,0
683,0,3,0,20.0,0,0,9.225,0,2
684,0,3,0,14.0,5,2,46.9,0,2
685,0,2,0,60.0,1,1,39.0,0,2
686,0,2,0,25.0,1,2,41.5792,0,0
687,0,3,0,14.0,4,1,39.6875,0,2
688,0,3,0,19.0,0,0,10.1708,0,2
689,0,3,0,18.0,0,0,7.7958,0,2
690,1,1,1,15.0,0,1,211.3375,6,2
691,1,1,0,31.0,1,0,57.0,6,2
692,1,3,1,4.0,0,1,13.4167,0,0
693,1,3,0,28.0,0,0,56.4958,0,2
694,0,3,0,25.0,0,0,7.225,0,0
695,0,1,0,60.0,0,0,26.55,0,2
696,0,2,0,52.0,0,0,13.5,0,2
697,0,3,0,44.0,0,0,8.05,0,2
698,1,3,1,28.0,0,0,7.7333,0,1
699,0,1,0,49.0,1,1,110.8833,1,0
700,0,3,0,42.0,0,0,7.65,7,2
701,1,1,1,18.0,1,0,227.525,1,0
702,1,1,0,35.0,0,0,26.2875,2,2
703,0,3,1,18.0,0,1,14.4542,0,0
704,0,3,0,25.0,0,0,7.7417,0,1
705,0,3,0,26.0,1,0,7.8542,0,2
706,0,2,0,39.0,0,0,26.0,0,2
707,1,2,1,45.0,0,0,13.5,0,2
708,1,1,0,42.0,0,0,26.2875,2,2
709,1,1,1,22.0,0,0,151.55,0,2
710,1,3,0,28.0,1,1,15.2458,0,0
711,1,1,1,24.0,0,0,49.5042,1,0
712,0,1,0,28.0,0,0,26.55,1,2
713,1,1,0,48.0,1,0,52.0,1,2
714,0,3,0,29.0,0,0,9.4833,0,2
715,0,2,0,52.0,0,0,13.0,0,2
716,0,3,0,19.0,0,0,7.65,7,2
717,1,1,1,38.0,0,0,227.525,1,0
718,1,2,1,27.0,0,0,10.5,2,2
719,0,3,0,28.0,0,0,15.5,0,1
720,0,3,0,33.0,0,0,7.775,0,2
721,1,2,1,6.0,0,1,33.0,0,2
722,0,3,0,17.0,1,0,7.0542,0,2
723,0,2,0,34.0,0,0,13.0,0,2
724,0,2,0,50.0,0,0,13.0,0,2
725,1,1,0,27.0,1,0,53.1,2,2
726,0,3,0,20.0,0,0,8.6625,0,2
727,1,2,1,30.0,3,0,21.0,0,2
728,1,3,1,28.0,0,0,7.7375,0,1
729,0,2,0,25.0,1,0,26.0,0,2
730,0,3,1,25.0,1,0,7.925,0,2
731,1,1,1,29.0,0,0,211.3375,6,2
732,0,3,0,11.0,0,0,18.7875,0,0
733,0,2,0,28.0,0,0,0.0,0,2
734,0,2,0,23.0,0,0,13.0,0,2
735,0,2,0,23.0,0,0,13.0,0,2
736,0,3,0,28.5,0,0,16.1,0,2
737,0,3,1,48.0,1,3,34.375,0,2
738,1,1,0,35.0,0,0,512.3292,6,0
739,0,3,0,28.0,0,0,7.8958,0,2
740,0,3,0,28.0,0,0,7.8958,0,2
741,1,1,0,28.0,0,0,30.0,4,2
742,0,1,0,36.0,1,0,78.85,1,2
743,1,1,1,21.0,2,2,262.375,6,0
744,0,3,0,24.0,1,0,16.1,0,2
745,1,3,0,31.0,0,0,7.925,0,2
746,0,1,0,70.0,1,1,71.0,6,2
747,0,3,0,16.0,1,1,20.25,0,2
748,1,2,1,30.0,0,0,13.0,0,2
749,0,1,0,19.0,1,0,53.1,4,2
750,0,3,0,31.0,0,0,7.75,0,1
751,1,2,1,4.0,1,1,23.0,0,2
752,1,3,0,6.0,0,1,12.475,2,2
753,0,3,0,33.0,0,0,9.5,0,2
754,0,3,0,23.0,0,0,7.8958,0,2
755,1,2,1,48.0,1,2,65.0,0,2
756,1,2,0,0.67,1,1,14.5,0,2
757,0,3,0,28.0,0,0,7.7958,0,2
758,0,2,0,18.0,0,0,11.5,0,2
759,0,3,0,34.0,0,0,8.05,0,2
760,1,1,1,33.0,0,0,86.5,6,2
761,0,3,0,28.0,0,0,14.5,0,2
762,0,3,0,41.0,0,0,7.125,0,2
763,1,3,0,20.0,0,0,7.2292,0,0
764,1,1,1,36.0,1,2,120.0,6,2
765,0,3,0,16.0,0,0,7.775,0,2
766,1,1,1,51.0,1,0,77.9583,4,2
767,0,1,0,28.0,0,0,39.6,0,0
768,0,3,1,30.5,0,0,7.75,0,1
769,0,3,0,28.0,1,0,24.15,0,1
770,0,3,0,32.0,0,0,8.3625,0,2
771,0,3,0,24.0,0,0,9.5,0,2
772,0,3,0,48.0,0,0,7.8542,0,2
773,0,2,1,57.0,0,0,10.5,2,2
774,0,3,0,28.0,0,0,7.225,0,0
775,1,2,1,54.0,1,3,23.0,0,2
776,0,3,0,18.0,0,0,7.75,0,2
777,0,3,0,28.0,0,0,7.75,7,1
778,1,3,1,5.0,0,0,12.475,0,2
779,0,3,0,28.0,0,0,7.7375,0,1
780,1,1,1,43.0,0,1,211.3375,6,2
781,1,3,1,13.0,0,0,7.2292,0,0
782,1,1,1,17.0,1,0,57.0,6,2
783,0,1,0,29.0,0,0,30.0,4,2
784,0,3,0,28.0,1,2,23.45,0,2
785,0,3,0,25.0,0,0,7.05,0,2
786,0,3,0,25.0,0,0,7.25,0,2
787,1,3,1,18.0,0,0,7.4958,0,2
788,0,3,0,8.0,4,1,29.125,0,1
789,1,3,0,1.0,1,2,20.575,0,2
790,0,1,0,46.0,0,0,79.2,6,0
791,0,3,0,28.0,0,0,7.75,0,1
792,0,2,0,16.0,0,0,26.0,0,2
793,0,3,1,28.0,8,2,69.55,0,2
794,0,1,0,28.0,0,0,30.6958,0,0
795,0,3,0,25.0,0,0,7.8958,0,2
796,0,2,0,39.0,0,0,13.0,0,2
797,1,1,1,49.0,0,0,25.9292,4,2
798,1,3,1,31.0,0,0,8.6833,0,2
799,0,3,0,30.0,0,0,7.2292,0,0
800,0,3,1,30.0,1,1,24.15,0,2
801,0,2,0,34.0,0,0,13.0,0,2
802,1,2,1,31.0,1,1,26.25,0,2
803,1,1,0,11.0,1,2,120.0,6,2
804,1,3,0,0.42,0,1,8.5167,0,0
805,1,3,0,27.0,0,0,6.975,0,2
806,0,3,0,31.0,0,0,7.775,0,2
807,0,1,0,39.0,0,0,0.0,5,2
808,0,3,1,18.0,0,0,7.775,0,2
809,0,2,0,39.0,0,0,13.0,0,2
810,1,1,1,33.0,1,0,53.1,2,2
811,0,3,0,26.0,0,0,7.8875,0,2
812,0,3,0,39.0,0,0,24.15,0,2
813,0,2,0,35.0,0,0,10.5,0,2
814,0,3,1,6.0,4,2,31.275,0,2
815,0,3,0,30.5,0,0,8.05,0,2
816,0,1,0,28.0,0,0,0.0,6,2
817,0,3,1,23.0,0,0,7.925,0,2
818,0,2,0,31.0,1,1,37.0042,0,0
819,0,3,0,43.0,0,0,6.45,0,2
820,0,3,0,10.0,3,2,27.9,0,2
821,1,1,1,52.0,1,1,93.5,6,2
822,1,3,0,27.0,0,0,8.6625,0,2
823,0,1,0,38.0,0,0,0.0,0,2
824,1,3,1,27.0,0,1,12.475,2,2
825,0,3,0,2.0,4,1,39.6875,0,2
826,0,3,0,28.0,0,0,6.95,0,1
827,0,3,0,28.0,0,0,56.4958,0,2
828,1,2,0,1.0,0,2,37.0042,0,0
829,1,3,0,28.0,0,0,7.75,0,1
830,1,1,1,62.0,0,0,80.0,6,2
831,1,3,1,15.0,1,0,14.4542,0,0
832,1,2,0,0.83,1,1,18.75,0,2
833,0,3,0,28.0,0,0,7.2292,0,0
834,0,3,0,23.0,0,0,7.8542,0,2
835,0,3,0,18.0,0,0,8.3,0,2
836,1,1,1,39.0,1,1,83.1583,2,0
837,0,3,0,21.0,0,0,8.6625,0,2
838,0,3,0,28.0,0,0,8.05,0,2
839,1,3,0,32.0,0,0,56.4958,0,2
840,1,1,0,28.0,0,0,29.7,1,0
841,0,3,0,20.0,0,0,7.925,0,2
842,0,2,0,16.0,0,0,10.5,0,2
843,1,1,1,30.0,0,0,31.0,0,0
844,0,3,0,34.5,0,0,6.4375,0,0
845,0,3,0,17.0,0,0,8.6625,0,2
846,0,3,0,42.0,0,0,7.55,0,2
847,0,3,0,28.0,8,2,69.55,0,2
848,0,3,0,35.0,0,0,7.8958,0,0
849,0,2,0,28.0,0,1,33.0,0,2
850,1,1,1,28.0,1,0,89.1042,1,0
851,0,3,0,4.0,4,2,31.275,0,2
852,0,3,0,74.0,0,0,7.775,0,2
853,0,3,1,9.0,1,1,15.2458,0,0
854,1,1,1,16.0,0,1,39.4,4,2
855,0,2,1,44.0,1,0,26.0,0,2
856,1,3,1,18.0,0,1,9.35,0,2
857,1,1,1,45.0,1,1,164.8667,0,2
858,1,1,0,51.0,0,0,26.55,2,2
859,1,3,1,24.0,0,3,19.2583,0,0
860,0,3,0,28.0,0,0,7.2292,0,0
861,0,3,0,41.0,2,0,14.1083,0,2
862,0,2,0,21.0,1,0,11.5,0,2
863,1,1,1,48.0,0,0,25.9292,4,2
864,0,3,1,28.0,8,2,69.55,0,2
865,0,2,0,24.0,0,0,13.0,0,2
866,1,2,1,42.0,0,0,13.0,0,2
867,1,2,1,27.0,1,0,13.8583,0,0
868,0,1,0,31.0,0,0,50.4958,5,2
869,0,3,0,28.0,0,0,9.5,0,2
870,1,3,0,4.0,1,1,11.1333,0,2
871,0,3,0,26.0,0,0,7.8958,0,2
872,1,1,1,47.0,1,1,52.5542,4,2
873,0,1,0,33.0,0,0,5.0,6,2
874,0,3,0,47.0,0,0,9.0,0,2
875,1,2,1,28.0,1,0,24.0,0,0
876,1,3,1,15.0,0,0,7.225,0,0
877,0,3,0,20.0,0,0,9.8458,0,2
878,0,3,0,19.0,0,0,7.8958,0,2
879,0,3,0,28.0,0,0,7.8958,0,2
880,1,1,1,56.0,0,1,83.1583,1,0
881,1,2,1,25.0,0,1,26.0,0,2
882,0,3,0,33.0,0,0,7.8958,0,2
883,0,3,1,22.0,0,0,10.5167,0,2
884,0,2,0,28.0,0,0,10.5,0,2
885,0,3,0,25.0,0,0,7.05,0,2
886,0,3,1,39.0,0,5,29.125,0,1
887,0,2,0,27.0,0,0,13.0,0,2
888,1,1,1,19.0,0,0,30.0,6,2
889,0,3,1,28.0,1,2,23.45,0,2
890,1,1,0,26.0,0,0,30.0,1,0
891,0,3,0,32.0,0,0,7.75,0,1
